Time,Angle,Setpoint,Dc
17406,-0.32,0,0.00
17420,-0.32,0,0.00
17434,-0.32,0,0.00
17448,-0.32,0,0.00
17462,-0.32,0,0.00
17476,-0.32,0,0.00
17490,-0.32,0,0.00
17503,-0.32,0,0.00
17518,-0.32,0,0.00
17532,-0.32,0,0.00
17546,-0.32,0,0.00
17560,-0.32,0,0.00
17573,-0.32,0,0.00
17586,-0.32,0,0.00
17602,-0.32,0,0.00
17616,-0.32,0,0.00
17630,-0.32,0,0.00
17643,-0.32,0,0.00
17656,-0.32,0,0.00
17669,-0.32,0,0.00
17683,-0.32,0,0.00
17697,-0.32,0,0.00
17710,-0.32,0,0.00
17723,-0.32,0,0.00
17736,-0.32,0,0.00
17749,-0.32,0,0.00
17764,-0.32,0,0.00
17778,-0.32,0,0.00
17792,-0.33,0,0.00
17805,-0.33,0,0.00
17818,-0.33,0,0.00
17831,-0.33,0,0.00
17845,-0.32,0,0.00
17860,-0.32,0,0.00
17874,-0.33,0,0.00
17887,-0.33,0,0.00
17899,-0.33,0,0.00
17912,-0.33,0,0.00
17925,-0.33,0,0.00
17938,-0.33,0,0.00
17954,-0.33,0,0.00
17968,-0.33,0,0.00
17981,-0.33,0,0.00
17994,-0.33,0,0.00
18007,-0.33,0,0.00
18019,-0.33,0,0.00
18032,-0.33,0,0.00
18043,-0.33,0,0.00
18053,-0.33,0,0.00
18063,-0.33,0,0.00
18077,-0.33,0,0.00
18090,-0.33,0,0.00
18102,-0.33,0,0.00
18112,-0.33,0,0.50
18122,-0.33,0,0.50
18132,-0.34,0,0.50
18142,-0.36,0,0.50
18155,-0.39,0,0.50
18169,-0.45,0,0.50
18182,-0.53,0,0.50
18195,-0.59,0,0.50
18213,-0.74,0,0.50
18227,-0.87,0,0.50
18240,-0.97,0,0.50
18253,-1.13,0,0.50
18267,-1.31,0,0.50
18281,-1.44,0,0.50
18295,-1.64,0,0.50
18308,-1.87,0,0.50
18323,-2.11,0,0.50
18337,-2.36,0,0.50
18350,-2.54,0,0.50
18363,-2.82,0,0.50
18379,-3.12,0,0.50
18393,-3.44,0,0.50
18407,-3.77,0,0.50
18421,-4.00,0,0.50
18435,-4.36,0,0.50
18449,-4.73,0,0.50
18463,-5.12,0,0.50
18477,-5.52,0,0.50
18490,-5.80,0,0.50
18504,-6.23,0,0.50
18518,-6.67,0,0.50
18532,-7.13,0,0.50
18545,-7.45,0,0.50
18560,-7.93,0,0.50
18574,-8.43,0,0.50
18588,-8.94,0,0.50
18602,-9.47,0,0.50
18619,-10.01,0,0.50
18633,-10.57,0,0.50
18647,-11.14,0,0.50
18660,-11.52,0,0.50
18673,-12.12,0,0.50
18689,-12.72,0,0.50
18703,-13.34,0,0.50
18716,-13.76,0,0.50
18729,-14.40,0,0.50
18744,-15.05,0,0.50
18758,-15.72,0,0.50
18772,-16.40,0,0.50
18785,-16.86,0,0.50
18798,-17.56,0,0.50
18812,-18.27,0,0.50
18826,-18.75,0,0.50
18840,-19.49,0,0.50
18856,-20.23,0,0.50
18870,-20.99,0,0.50
18884,-21.75,0,0.50
18898,-22.53,0,0.50
18911,-23.06,0,0.50
18927,-24.12,0,0.50
18941,-24.66,0,0.50
18954,-25.48,0,0.50
18967,-26.31,0,0.50
18980,-26.87,0,0.50
18993,-27.72,0,0.50
19006,-28.29,0,0.50
19019,-29.16,0,0.50
19032,-30.04,0,0.50
19044,-30.63,0,0.50
19055,-31.22,0,0.50
19065,-31.82,0,0.50
19076,-32.42,0,0.50
19086,-33.02,0,0.50
19096,-33.63,0,0.50
19106,-34.25,0,0.50
19116,-34.86,0,0.50
19126,-35.49,0,0.50
19136,-36.11,0,0.50
19146,-36.75,0,0.50
19156,-37.38,0,0.50
19171,-38.67,0,0.50
19185,-39.32,0,0.50
19198,-40.29,0,0.50
19209,-40.95,0,0.50
19219,-41.61,0,0.50
19229,-42.27,0,0.50
19243,-43.27,0,0.50
19259,-44.28,0,0.50
19273,-45.30,0,0.50
19286,-45.98,0,0.50
19299,-47.02,0,0.50
19312,-48.06,0,0.50
19325,-48.75,0,0.50
19338,-49.80,0,0.50
19351,-50.50,0,0.50
19365,-51.56,0,0.50
19379,-52.63,0,0.50
19393,-53.71,0,0.50
19407,-54.79,0,0.50
19420,-55.52,0,0.50
19436,-56.62,0,0.50
